"CNTF1_10.5"	"CNTM1_10.5"	"CNTM2_10.5"	"CNTF2_10.5"	"CNTM3_10.5"	"CNTF3_10.5"	"CNTM4_10.5"	"DHTF1_10.5"	"DHTF2_10.5"	"DHTM1_10.5"	"DHTF3_10.5"	"DHTM2_10.5"	"DHTF4_10.5"	"DHTM3_10.5"	"DHTF5_10.5"	"DHTF6_10.5"	"DHTF7_10.5"	"DHTF8_10.5"	"FLUF1_10.5"	"FLUM1_10.5"	"FLUF2_10.5"	"FLUF3_10.5"	"genes"	"gene_group"
"Ebpl"	5.79662718878356	5.7587891607216	5.65568515842223	5.54931666728846	5.88979623096011	6.56502731333175	6.05647675195802	7.07829101753207	7.74195231419602	7.20801584679483	7.65118816393683	7.61412461000246	7.57706112183734	6.72175699802125	7.08944697121209	7.22909874965267	7.4543366958498	6.21132225825147	5.55186468055506	5.65013614343434	5.3332400180844	6.42398930150449	"Ebpl"	"DEGs of placenta with both genders"
"Spink8"	1.08777964392113	0.88251867373153	0	0	0	1.82046981156331	0.789428547502671	0	4.49130235323944	1.18012922443844	5.75980156344392	4.2901189866429	6.31864181335941	4.85197372105361	3.07916666513159	2.21252470756492	6.09501520299744	1.19054192685384	0	0.954187389101219	1.50008736675351	1.19889685574221	"Spink8"	"DEGs of placenta with both genders"
"Ccrl2"	4.65521062421436	4.51937630572962	3.56179016639718	3.11071281187816	4.4926857115897	2.95454970007885	3.57601966602553	0	2.40552476109167	0	2.15980283673961	1.86867874654342	0.838491783415756	2.37348801925951	1.04576858541415	1.14510278702269	0.806043593868859	2.27713787278049	4.28633674176835	4.46554880193679	4.40016781940292	2.4685161823893	"Ccrl2"	"DEGs of placenta with both genders"
"Egfr"	4.06665182188887	4.15961474592384	4.99468284558903	3.48338031787441	3.96100418562919	5.40447329195017	5.1087722733649	7.45024430486923	6.24627359910738	7.54764799036854	5.93360385033061	5.39594314306581	6.03629982431558	5.55462477825294	6.8575122503787	7.16963469801308	5.81717158499395	6.08074292544199	4.7102380148148	4.12151613920124	3.58154292886254	5.29356914865596	"Egfr"	"DEGs of placenta with both genders"
"Cldn7"	5.27437848284358	4.93195185738648	4.76818098872766	4.41739667990817	5.18556278790788	4.01718896255787	4.20799847801502	1.80076097969351	1.50696800685052	2.26240675230338	1.72785884775726	0	2.30477352489903	1.25940800296492	2.39447671048642	2.54756716607827	2.64128486417046	3.31856157991009	4.78963510525669	5.56698732178804	4.68291475023123	3.02254959593717	"Cldn7"	"DEGs of placenta with both genders"
"Nos2"	5.095977871057	5.0468603359176	4.68402329983498	3.48338031787441	3.96100418562919	2.95454970007885	4.26376629519792	1.80076097969351	1.50696800685052	1.82046142968812	0	0	0	2.37348801925951	2.88494861254233	1.14510278702269	1.6983208259234	1.19054192685384	3.84087584340267	4.71765868639441	4.82929024012022	2.28892610478908	"Nos2"	"DEGs of placenta with both genders"
"Car4"	7.63721996105163	7.9204543438679	6.80962285479767	7.19104699927799	7.41803819973182	5.7817580738775	6.81305806887502	5.05712588823515	2.40552476109167	4.01717799235969	2.49178053692726	2.31555740611604	0.838491783415756	4.25713686349442	3.66779278421507	3.84074596263878	0	4.14331177804156	7.80188050470599	7.70172128985186	8.08064842289802	4.78453718587352	"Car4"	"DEGs of placenta with both genders"
"Jup"	6.89692572875039	7.19909566871698	6.59596702424824	6.6110126237086	6.70599366840926	5.61786493827008	6.52432565827687	5.25778730913788	4.08449370692666	3.77185466271214	4.00273227213682	4.47351663174606	4.37187206156565	5.89595556890996	4.78720505999524	4.96765150577848	4.72497448356835	5.90664272566102	7.02888347149394	7.27814071283673	6.96975709475946	5.49351232144367	"Jup"	"DEGs of placenta with both genders"
"Limd2"	5.81115932260214	6.23335149135369	5.61080434417245	6.01459571790135	5.63161993996213	4.89217577452544	5.30759809254621	3.74633399718559	2.95502332071322	1.82046142968812	4.00273227213682	4.07996498719697	3.9247874163941	4.02978180359604	4.08465860976225	3.24508976765027	4.18693086540622	2.88984790781713	5.85845146543299	6.21187010589676	5.87284968676008	4.56521404295298	"Limd2"	"DEGs of placenta with both genders"
"Notum"	1.42664048973011	0.88251867373153	2.03147561543519	0	0.760406101231858	2.60025166081937	0	5.9216493095912	5.41801260302526	6.28954335972117	2.49178053692726	3.16284471870032	3.15085171557933	3.22710169594158	6.01943402378736	6.17962078887838	2.64128486417046	5.20581354536848	0.799506304995803	1.52354993170254	0	2.28892610478908	"Notum"	"DEGs of placenta with both genders"
"Gm48544"	3.74202060543983	4.28976094431428	4.03923837909411	3.48338031787441	3.82633293287387	2.78824955365902	3.57601966602553	1.80076097969351	0	1.18012922443844	0	0	0	2.37348801925951	2.06811965613919	0	0	1.19054192685384	3.50678926759329	3.61469291183216	3.05561105580417	1.55751353475981	"Gm48544"	"DEGs of placenta with both genders"
"Gpld1"	2.60041250957572	0.88251867373153	3.56179016639718	4.02469072777513	2.85712636826158	4.97193636023412	3.57601966602553	8.00481634800681	6.46260419007289	8.58241735621586	6.03883208311205	4.2901189866429	5.49627274082892	5.16387592260732	7.44714887680427	8.42579555320639	5.97998040842969	6.21132225825147	4.23052045370444	2.09801795213949	2.47806476599077	3.93093103986215	"Gpld1"	"DEGs of placenta with both genders"
"Prl7c1"	4.16043621604684	4.62179106025186	3.56179016639718	3.48338031787441	5.65167412983435	4.09049433612415	3.89136129341249	0	0	0	0	0	0	2.37348801925951	0	0	0	0	4.90109430370094	5.17615522166247	6.47204455988549	2.4685161823893	"Prl7c1"	"DEGs of placenta with both genders"
"Sema4d"	5.57612504879327	5.48757429348259	4.99468284558903	5.09163222621887	5.36632601110124	5.15394637053503	4.87809745675377	3.45103408543405	0.690676648191743	2.26240675230338	3.18479679906236	4.07996498719697	3.58910631374774	3.75977089947926	2.06811965613919	3.24508976765027	4.06321053440041	3.49301664663924	5.03745835127752	5.03890111274427	5.19604314788926	3.42187029321182	"Sema4d"	"DEGs of placenta with both genders"
"Gas1"	2.45992119344775	1.42609409703018	3.12442238728103	1.82620511837831	3.10996915117113	4.29040384554218	4.20799847801502	5.16094248711747	5.99168319220474	5.85720179810106	5.98717715482054	5.20170152396749	5.56993477449321	5.32305642248287	5.04150482601094	5.55586268324855	5.90987858265346	5.30274084534855	2.2334362547114	2.50777944456921	2.47806476599077	4.85081317129086	"Gas1"	"DEGs of placenta with both genders"
"Dlk1"	5.92242941610639	6.79007915485101	5.12806679438841	3.48338031787441	5.34184848448797	2.78824955365902	4.46749479960843	0	0.690676648191743	1.82046142968812	1.10847713584268	0	1.75040898035261	0	1.64567020855345	1.14510278702269	1.6983208259234	0	5.64019742662417	5.53817089143994	5.36559334168972	1.84449869942569	"Dlk1"	"DEGs of placenta with both genders"
"Meg3"	6.7982544952168	5.73613523231644	6.78962610194321	6.22563927634604	5.95580402458531	5.01022176226791	6.13333793314251	4.20071435875084	2.02510031240372	3.63153930195064	3.35747236605419	3.96216848236739	3.99778156520759	5.27192316989893	4.08465860976225	2.21252470756492	5.05231298724516	4.58993860443069	6.47767967062865	6.76568221970946	6.55855111028677	4.44163294371435	"Meg3"	"DEGs of placenta with both genders"
"Col14a1"	1.08777964392113	1.42609409703018	0	1.82620511837831	0	1.42651953272242	1.29676833305131	1.80076097969351	4.08449370692666	1.18012922443844	6.18354834718762	5.14876071534069	7.23605397216031	6.02509179197345	2.88494861254233	1.77536149038931	7.03588067418324	2.27713787278049	0.799506304995803	2.09801795213949	1.50008736675351	2.0837585928359	"Col14a1"	"DEGs of placenta with both genders"
"Bin2"	5.78194718336405	6.18398743573766	4.59465060389418	4.72575801826069	5.5697284955853	4.09049433612415	4.727574159281	3.07931299327145	1.50696800685052	1.18012922443844	3.18479679906236	2.93167346184491	3.27351253247507	3.6030979938865	3.40329404726593	3.04783730124734	2.95153010172108	1.83380868448704	5.52890977793994	5.74144889364282	5.8036907846343	3.2359819640178	"Bin2"	"DEGs of placenta with both genders"
"Liph"	5.86786683840356	5.9081253487694	4.92306191565017	4.72575801826069	4.66043001886108	2.95454970007885	4.14998795592513	0	0	3.10363600559062	1.72785884775726	1.86867874654342	1.36533394344223	2.71718823846573	1.64567020855345	1.14510278702269	1.32009190150253	1.19054192685384	4.44189188236461	5.40086143528821	5.51729651889632	1.84449869942569	"Liph"	"DEGs of placenta with both genders"
"Agpat4"	5.39504681896399	5.56673930647691	5.25015568859959	5.38323753752689	5.36632601110124	4.52002430280248	5.04654114281418	3.07931299327145	3.85886502317781	2.60024189668681	4.00273227213682	3.36203904359001	3.27351253247507	4.25713686349442	3.07916666513159	3.57344358616819	3.92787667689621	3.12007115268144	5.13188778825078	5.35202543982638	5.04441476473751	3.93093103986215	"Agpat4"	"DEGs of placenta with both genders"
"Hmga1"	6.74626709606172	6.80103482556988	6.17051080225617	5.62569679274318	6.45526019915874	5.80372239083958	6.26214240010677	5.05712588823515	3.59128761906966	3.77185466271214	2.98860755657655	3.69308642168094	4.19691819353815	5.55462477825294	4.89436083752512	4.910677644149	3.85513072824809	5.39356404792694	7.12385770540924	7.08246342651735	6.74225833705717	5.4726165473075	"Hmga1"	"DEGs of placenta with both genders"
"Epcam"	5.85389755438733	5.71311989792673	5.12806679438841	4.02469072777513	5.07109621618379	4.97193636023412	4.87809745675377	3.99133925464476	2.22781564738343	3.47609205972265	2.15980283673961	3.96216848236739	3.27351253247507	1.92141718217169	4.25519253875929	3.71327665897666	3.42348820904769	4.24438359567004	5.00455656212502	5.6229488815341	5.00387982245069	5.00429358994908	"Epcam"	"DEGs of placenta with both genders"
"Taf7"	5.94895589039168	6.00605850950353	5.56448237951621	5.29243074471126	5.78475146924572	4.67104605687685	5.07799222714379	3.74633399718559	3.85886502317781	3.30185027749791	2.76147599797131	2.93167346184491	3.01678475027666	4.35865282252498	4.40768258926574	3.84074596263878	2.64128486417046	4.42748240079872	5.78285135800565	5.9195901058135	6.42676501884168	4.39796931409497	"Taf7"	"DEGs of placenta with both genders"
"Pcsk5"	4.37125683606805	4.22615491648853	3.12442238728103	4.02469072777513	4.0841705870378	5.18774667595071	3.74228923180234	5.34853809435602	6.78527829226783	5.23699579441831	7.86661151258114	6.66924265255678	8.09234499714561	6.40324201279553	6.44661582478654	5.94441206781631	7.90083302070462	6.13440104315496	4.75048268226011	4.08213169252999	4.91922444394135	1.55751353475981	"Pcsk5"	"DEGs of placenta with both genders"
"Entpd1"	7.15794109131038	7.56316427506892	7.12897645951506	7.03174340133988	7.03090877973049	6.45829495875786	7.01342417165914	5.16094248711747	5.26515411792235	5.08386175134012	5.59703500352115	5.52618323733129	5.79140787976014	6.40324201279553	5.51436114035289	5.07526347081454	4.95123355192699	6.10782143303666	7.26945045672644	7.31258105746006	7.40285051858396	6.28707738880499	"Entpd1"	"DEGs of placenta with both genders"
"Fhl2"	5.92242941610639	5.54083065548209	5.41586263336008	4.41739667990817	5.43736127818568	4.22679625663467	4.94785212142784	4.20071435875084	1.78917059674216	0	2.15980283673961	3.16284471870032	3.58910631374774	4.14793333203117	3.40329404726593	4.06617922264688	3.52076682018801	4.03462206534051	5.66146068431658	5.72875275983053	5.57377621557508	3.33191797664982	"Fhl2"	"DEGs of placenta with male fetus"
"1500015O10Rik"	1.42664048973011	0	2.03147561543519	1.82620511837831	1.2557634325876	3.23876748915659	1.96848113679654	1.80076097969351	2.83600560839785	1.82046142968812	5.15726115984452	5.52618323733129	6.34685651391271	5.5967904271241	1.04576858541415	1.77536149038931	6.31438942232189	0	1.31092803629127	1.26677576562868	1.50008736675351	3.80285566721207	"1500015O10Rik"	"DEGs of placenta with male fetus"
"Cxcr2"	5.70621927102279	5.64178533851637	5.36271402694238	4.41739667990817	5.01026659302668	4.62244108143474	5.22571781850311	4.20071435875084	2.40552476109167	2.87378439143116	0	0	0.838491783415756	3.6030979938865	2.88494861254233	3.71327665897666	0	1.83380868448704	5.19157291749849	5.31852483433857	5.70599878436307	3.2359819640178	"Cxcr2"	"DEGs of placenta with male fetus"
"Wnt6"	1.70085398456267	1.42609409703018	2.84327151574431	2.60693058931128	1.91680892511903	2.78824955365902	2.42501296276216	1.80076097969351	3.85886502317781	3.63153930195064	5.20326214985617	6.28368867351159	6.48020265755402	5.51118955499274	2.66045622030928	2.54756716607827	6.74515973781421	2.61577844589409	2.79161475585266	2.2479129576333	0.936816342169263	3.2359819640178	"Wnt6"	"DEGs of placenta with male fetus"
"Wnt10a"	1.70085398456267	2.12907334897057	2.03147561543519	1.82620511837831	1.62382106513146	3.10364633767904	2.77127662114297	4.20071435875084	5.04133491580721	4.91252181497894	3.65097046772338	4.2901189866429	4.95190625635511	4.6262973510369	3.78383281038875	4.65720424002354	4.55165764396578	2.88984790781713	2.2334362547114	1.26677576562868	0	3.50654171977345	"Wnt10a"	"DEGs of placenta with male fetus"
"Obsl1"	5.67477889925538	5.86701159853272	5.56448237951621	5.46866560621497	5.50506244063323	3.93995851104676	5.43451491635698	4.20071435875084	3.26251809034688	3.30185027749791	2.98860755657655	3.96216848236739	3.49138328377502	4.25713686349442	3.89123024712074	1.77536149038931	2.95153010172108	4.98992150018067	6.01532507995598	6.07813264324563	6.39576936586647	4.04855778808717	"Obsl1"	"DEGs of placenta with male fetus"
"B3gnt7"	4.68707564170563	4.84992446393628	3.89695238688524	1.82620511837831	4.84592633419931	3.5815724230088	4.46749479960843	3.45103408543405	1.50696800685052	2.26240675230338	1.10847713584268	1.21784480176333	1.75040898035261	2.71718823846573	2.66045622030928	1.77536149038931	1.99770439287717	2.61577844589409	5.16203898191092	5.23120323417525	4.73337483076557	2.4685161823893	"B3gnt7"	"DEGs of placenta with male fetus"
"Tmem37"	8.10944729671087	8.18584337516921	7.75242639539932	7.35707671006407	7.68939944070627	6.32795332917166	7.32658540332399	6.2854988473868	6.30347254147421	4.91252181497894	5.00974310808625	5.48406287042929	5.49627274082892	6.60265084894519	5.81640070899784	5.3136740929824	4.95123355192699	6.58340567638683	8.06383699317893	7.95980249625174	8.24618496484676	6.02534367394577	"Tmem37"	"DEGs of placenta with male fetus"
"Elf3"	5.1654885980399	5.56673930647691	4.16874257669407	4.57980035024969	5.18556278790788	3.5815724230088	4.727574159281	2.57726663190761	2.40552476109167	1.18012922443844	0	1.86867874654342	0.838491783415756	3.22710169594158	2.39447671048642	3.84074596263878	1.6983208259234	4.14331177804156	5.13188778825078	5.58118252965795	5.23158479111273	3.02254959593717	"Elf3"	"DEGs of placenta with male fetus"
"Phlda3"	4.11430595791661	4.40913193009361	4.99468284558903	4.57980035024969	4.6994864478972	4.8077461697972	4.80479802050606	6.33072445708987	6.55028648528384	6.9069056047796	4.59237244693847	5.72010343151331	5.30818642779326	5.51118955499274	6.54856813931579	6.66625051349281	5.08449135981483	6.35385662817159	3.98277535057399	4.8872028011039	4.04815652460252	5.19495848936712	"Phlda3"	"DEGs of placenta with male fetus"
"Pappa2"	4.33148549911698	5.6659575579499	4.59465060389418	3.48338031787441	5.23956116871109	3.93995851104676	3.57601966602553	0	0.690676648191743	0	0	0	0	0	0	0	0	0	4.1119593476393	4.52550317225319	5.73104892767581	0	"Pappa2"	"DEGs of placenta with male fetus"
"1600012P17Rik"	4.44765414692618	6.09776425350714	4.76818098872766	3.48338031787441	4.97886213241375	4.16025437761297	3.48509908552839	0	0	0	0	0	0	1.92141718217169	0	0	0	0	4.17245748145706	4.40299445768222	5.75567152748923	1.19889685574221	"1600012P17Rik"	"DEGs of placenta with male fetus"
"Atp1b1"	6.35814305585696	6.87547986836803	6.52517189681819	5.69823566474341	6.06451432837715	5.80372239083958	6.27576917223928	5.25778730913788	4.60487392058291	4.85056722215824	4.7244289428175	4.5571544105701	4.8764910053129	5.63775861589928	5.0873967620488	4.58620980560299	5.05231298724516	4.93049353140051	6.51320111937698	6.55888073932072	6.5159461237266	4.78453718587352	"Atp1b1"	"DEGs of placenta with male fetus"
"Kcnk2"	0.644071623159549	0	1.34716328448341	1.82620511837831	2.36843433529705	3.5815724230088	3.05030963410355	4.54574326909034	5.24193249090254	5.61785348405287	3.65097046772338	4.1888651884752	3.84790234004456	3.6030979938865	4.89436083752512	5.62832902176488	2.95153010172108	4.24438359567004	2.62843251573021	1.7414540630255	0.936816342169263	3.66229281910637	"Kcnk2"	"DEGs of placenta with male fetus"
"Batf3"	4.0173696780322	4.3506807044033	2.84327151574431	3.77927596808462	4.44751450983078	2.12959602362445	2.91752864393893	2.57726663190761	0	1.18012922443844	1.10847713584268	0	1.36533394344223	0	1.04576858541415	1.14510278702269	1.6983208259234	0	3.98277535057399	4.71765868639441	4.87495801434242	0	"Batf3"	"DEGs of placenta with male fetus"
"Nmt2"	5.83979168541097	6.09776425350714	5.97187821161364	4.02469072777513	5.54849358144697	4.35132503761862	5.35971210988428	5.05712588823515	4.13578844611598	3.47609205972265	3.77799531400139	3.69308642168094	4.25762429459913	4.98492865601528	4.67144712264769	3.71327665897666	4.18693086540622	4.80374764085547	5.99871363662533	5.89707100031474	6.41135043170813	4.60416223344652	"Nmt2"	"DEGs of placenta with male fetus"
"Rprm"	1.93117876484023	0	1.34716328448341	2.60693058931128	1.62382106513146	3.67985417274167	2.42501296276216	3.45103408543405	5.99168319220474	1.18012922443844	4.59237244693847	5.64563320151158	5.24961407447336	5.16387592260732	4.54558441021156	4.06617922264688	5.56685850858845	3.49301664663924	0	0.55458296743159	0	3.93093103986215	"Rprm"	"DEGs of placenta with male fetus"
"Dpp4"	1.70085398456267	0.88251867373153	0	0	0	1.82046981156331	1.96848113679654	0	5.24193249090254	2.26240675230338	4.44699902369803	4.2901189866429	4.623246091795	4.85197372105361	3.54159648132414	3.04783730124734	3.42348820904769	3.31856157991009	2.2334362547114	2.09801795213949	2.21946185626613	3.99094288462017	"Dpp4"	"DEGs of placenta with male fetus"
"Dhrs9"	3.91344796631536	3.67922951715367	4.16874257669407	2.60693058931128	3.67778396998614	3.10364633767904	4.08954676254241	3.99133925464476	1.50696800685052	2.26240675230338	0	0	0	1.92141718217169	2.06811965613919	2.54756716607827	0	2.27713787278049	3.98277535057399	3.72108214942645	3.46692610425351	1.19889685574221	"Dhrs9"	"DEGs of placenta with male fetus"
"Mdk"	6.64444855419119	6.87547986836803	5.74146358799575	5.83321092413417	6.36096441733674	5.22077318242245	6.39294291899399	3.07931299327145	2.22781564738343	1.18012922443844	4.78618457747112	3.96216848236739	4.91469135560362	4.45349274974127	2.06811965613919	2.21252470756492	5.67647827872449	3.12007115268144	6.8644194981596	7.04198300880454	7.18447147749245	4.10395989207851	"Mdk"	"DEGs of placenta with male fetus"
"Prrg4"	3.91344796631536	3.93932513210487	4.03923837909411	4.02469072777513	3.22150726271707	2.95454970007885	3.96049263961243	2.57726663190761	1.78917059674216	1.82046142968812	2.15980283673961	1.21784480176333	1.36533394344223	0	2.66045622030928	3.41858814830099	1.32009190150253	3.12007115268144	3.4096041586714	3.43877511548116	3.87916544874789	2.28892610478908	"Prrg4"	"DEGs of placenta with male fetus"
"Angpt4"	5.92242941610639	5.59219087322916	6.39886598942237	6.68427505869593	5.87281136056826	7.01442306795261	6.28926843802538	8.80776419543962	7.00809683036213	9.0843711865467	7.28473641776174	7.4919222627092	7.69149871559067	7.02944915441096	7.68959212751724	8.28718621883555	7.67643342808856	6.71250160286236	5.91266024531557	5.40086143528821	5.12222007292671	6.61725516536506	"Angpt4"	"DEGs of placenta with male fetus"
"Wfdc2"	6.34821236941645	6.23335149135369	4.76818098872766	4.97967652035427	6.07939665870744	4.16025437761297	4.84191320685218	2.57726663190761	3.59128761906966	2.26240675230338	3.89473544774117	2.31555740611604	4.42577308667678	4.35865282252498	4.40768258926574	2.81927871689669	4.59697760122223	5.39356404792694	5.61861608503618	5.98511222715296	6.44201664723409	4.52518513134337	"Wfdc2"	"DEGs of placenta with male fetus"
"Pltp"	5.96203844065848	6.29664786641599	5.19040233663186	5.29243074471126	5.34184848448797	4.46595377932901	5.35971210988428	3.99133925464476	2.83600560839785	2.26240675230338	4.1032046946107	3.53703742822585	2.70426519853919	4.45349274974127	4.40768258926574	3.41858814830099	3.85513072824809	4.66478475496438	5.68241509846024	5.88567824779423	5.73104892767581	4.10395989207851	"Pltp"	"DEGs of placenta with male fetus"
"Gm9"	4.91944180784038	5.0468603359176	3.35961725920564	2.60693058931128	4.91392484768173	3.10364633767904	4.02646226310021	3.07931299327145	0	0	0	0	0	2.37348801925951	1.64567020855345	1.77536149038931	0	2.27713787278049	5.30401016353977	5.30147822510992	5.98122124638806	2.0837585928359	"Gm9"	"DEGs of placenta with male fetus"
"Rhox5"	8.27059966207658	8.39914045910532	7.37695183418582	7.4856052595153	8.0966054468409	6.69997428653293	7.73444818968937	6.14063769064079	4.23321088933081	4.7858322257999	1.10847713584268	1.86867874654342	0	6.64345528360193	5.97129113296901	5.51821717709922	0.806043593868859	6.39840167819279	8.38148642182463	8.39899245018701	8.87942945308322	5.93657416243073	"Rhox5"	"DEGs of placenta with male fetus"
"Rhox12"	6.34821236941645	6.67568789368671	5.89908690340124	6.17570155234968	6.00340057801664	5.04751737834733	6.13333793314251	5.34853809435602	0	3.10363600559062	0	1.21784480176333	0	4.98492865601528	4.08465860976225	3.84074596263878	0	4.58993860443069	6.8916665997112	6.56603579537764	7.14773486275078	3.93093103986215	"Rhox12"	"DEGs of placenta with male fetus"
"C430049B03Rik"	6.9104864555922	6.63952382150515	5.51662363273027	5.09163222621887	6.54376903445197	5.66662175037841	6.405393665474	5.43391659396452	3.26251809034688	3.10363600559062	3.35747236605419	2.65625824399709	1.75040898035261	4.98492865601528	4.78720505999524	4.85136097485072	0.806043593868859	5.34886703739466	6.4412615021497	6.24790931865778	6.6921134600668	4.75022133848047	"C430049B03Rik"	"DEGs of placenta with male fetus"
"Fam122b"	5.23180360121905	5.0832155465463	5.65568515842223	5.09163222621887	4.88032617541736	4.16025437761297	5.07799222714379	4.20071435875084	2.70627927223407	3.47609205972265	1.72785884775726	2.31555740611604	2.30477352489903	2.71718823846573	2.39447671048642	3.95786135110974	2.24551098364953	4.14331177804156	4.86488965573893	5.01818231037758	5.00387982245069	3.66229281910637	"Fam122b"	"DEGs of placenta with male fetus"
"Zfp36l3"	5.60976482922426	6.09776425350714	4.76818098872766	4.72575801826069	5.67145337385638	3.23876748915659	4.36922372387069	1.80076097969351	2.02510031240372	0	0	0	0	3.22710169594158	1.64567020855345	0	0	0	5.24888662088488	5.90837449036116	5.04441476473751	0.720558963100258	"Zfp36l3"	"DEGs of placenta with male fetus"
"Gm648"	6.00058899939651	5.71311989792673	5.06291576803525	4.02469072777513	5.4828465250561	4.22679625663467	5.1087722733649	1.80076097969351	0.690676648191743	1.82046142968812	0	0	0	2.37348801925951	2.06811965613919	1.77536149038931	0	3.12007115268144	5.82114655468731	5.81536518584303	6.31523529333003	2.6282049861705	"Gm648"	"DEGs of placenta with male fetus"
"Slc9a6"	4.80793190346162	4.97128041994388	4.76818098872766	3.77927596808462	4.35269404939068	3.93995851104676	4.36922372387069	3.74633399718559	2.83600560839785	3.10363600559062	2.98860755657655	2.31555740611604	3.38655676561707	3.22710169594158	3.07916666513159	3.71327665897666	3.31917292768361	3.49301664663924	4.34007375410968	4.743133645176	4.78212948764682	3.2359819640178	"Slc9a6"	"DEGs of placenta with male fetus"
"4933402E13Rik"	4.44765414692618	4.28976094431428	4.49937363669124	3.77927596808462	3.51216503450685	1.42651953272242	3.38806086541751	0	0	0	0	0	0	0	0	0	0	0	3.59783878164716	3.66886799651265	4.26948086158929	0	"4933402E13Rik"	"DEGs of placenta with male fetus"
"Fmr1nb"	6.1452481340189	6.41547315449003	6.04117256105426	5.89624063269912	5.93958304210169	4.40977758157945	5.19735808788019	4.6915562172969	0.690676648191743	3.47609205972265	0	0	0	4.54248080097277	2.88494861254233	3.57344358616819	0	3.31856157991009	5.89481601800687	6.35918227233993	6.6268773565429	3.50654171977345	"Fmr1nb"	"DEGs of placenta with male fetus"
"Xlr4a"	4.86476395133137	5.28398092755873	3.56179016639718	3.77927596808462	5.10057549807921	1.82046981156331	3.81874983778277	3.45103408543405	0.690676648191743	2.26240675230338	1.72785884775726	2.31555740611604	1.75040898035261	2.71718823846573	2.06811965613919	2.81927871689669	1.6983208259234	3.49301664663924	5.16203898191092	4.86416834031693	5.12222007292671	2.90269172801765	"Xlr4a"	"DEGs of placenta with male fetus"
"Xlr5b"	4.58928812082421	4.51937630572962	4.28757330428908	2.60693058931128	4.25120039507931	2.12959602362445	3.05030963410355	0	0	1.18012922443844	0	0	0	2.71718823846573	0	1.77536149038931	0	0	4.7102380148148	4.46554880193679	4.63062559734555	1.84449869942569	"Xlr5b"	"DEGs of placenta with male fetus"
"Xlr3b"	3.85853808446195	4.71741495593427	4.03923837909411	1.82620511837831	3.10996915117113	2.12959602362445	3.48509908552839	0	2.40552476109167	1.82046142968812	2.76147599797131	0	2.30477352489903	1.92141718217169	1.04576858541415	1.14510278702269	1.99770439287717	2.61577844589409	3.68348162692345	4.15985393086219	4.63062559734555	2.0837585928359	"Xlr3b"	"DEGs of placenta with male fetus"
"Xlr4b"	4.06665182188887	4.76295057871152	4.03923837909411	4.41739667990817	4.44751450983078	3.67985417274167	4.46749479960843	2.57726663190761	1.15580149117805	0	2.15980283673961	2.65625824399709	0.838491783415756	3.22710169594158	1.04576858541415	2.21252470756492	3.42348820904769	1.83380868448704	4.28633674176835	5.13825388630145	5.30014447474619	2.6282049861705	"Xlr4b"	"DEGs of placenta with male fetus"
"Bgn"	4.94602276797007	4.67039512422375	5.41586263336008	5.29243074471126	4.97886213241375	6.32795332917166	5.28081771324066	5.16094248711747	6.46260419007289	6.11608231453156	7.40771112151751	7.11793337182417	8.0153302200118	6.93399524617768	5.97129113296901	6.00009425231012	7.94969199602362	5.70861171935408	4.34007375410968	4.63841821688191	3.78661610965083	5.68734032849372	"Bgn"	"DEGs of placenta with male fetus"
"Dusp9"	8.23061678994409	8.63170166204257	8.47632581246074	8.18610198234701	8.19895689570898	6.96654740507778	7.87536906936566	7.27622165718761	3.26251809034688	5.2846296834228	1.10847713584268	1.86867874654342	2.05405628418552	6.75936977593763	6.35578111887619	6.33925936554062	2.24551098364953	6.18613481425393	8.54200152995839	8.55816313138948	8.52570981986645	6.03962173090581	"Dusp9"	"DEGs of placenta with male fetus"
"Fthl17a"	7.67743402961912	7.95028519820699	7.40350990833776	7.1656882018195	7.37042823181863	5.69039584956232	6.92105901960282	5.9216493095912	1.50696800685052	3.30185027749791	0	1.21784480176333	0	5.82677712572732	4.60988788603308	4.06617922264688	0	5.04699803427745	7.7482335517656	7.7527804065335	8.36296695818215	4.91417776057885	"Fthl17a"	"DEGs of placenta with male fetus"
"AU015836"	3.91344796631536	4.76295057871152	3.89695238688524	3.11071281187816	3.42163311397674	0.882828739483898	3.28402197657116	0	0	0	0	0	0	0	0	1.14510278702269	0	0	3.59783878164716	3.91287212291149	3.87916544874789	0.720558963100258	"AU015836"	"DEGs of placenta with male fetus"
"1700011M02Rik"	3.80145532413627	4.62179106025186	4.16874257669407	4.02469072777513	4.30283954858212	2.60025166081937	2.60850836790414	0	0	0	0	0	0	0	0	0	0	0	3.30539639438881	4.52550317225319	5.08384186546878	0	"1700011M02Rik"	"DEGs of placenta with male fetus"
"Rlim"	7.16926630684816	7.46325411567465	6.94233857140233	6.85264050960264	7.15552002305791	6.11609383827935	6.88594942871797	5.97959067669329	5.61161939074254	6.03484312854179	5.52641290533376	5.82506241315566	5.3366043384052	5.89595556890996	6.13319941915038	6.33925936554062	5.31894309273541	6.60257039665398	7.04515307217728	7.21581799660572	7.15700708709532	5.77528997642159	"Rlim"	"DEGs of placenta with male fetus"
